Received Log:

[Feb 16, 2023 09:48:38] ASCII:
15431 total fuel pulse 	0.56 s	155.357 mL/min	1 counter	2981 total water pulse	0.0 % water	18.0% fuel
15432 total fuel pulse 	0.47 s	183.158 mL/min	2 counter	2981 total water pulse	0.0 % water	36.0% fuel
15433 total fuel pulse 	0.47 s	187.097 mL/min	3 counter	2981 total water pulse	0.0 % water	54.0% fuel
15434 total fuel pulse 	0.46 s	191.209 mL/min	4 counter	2981 total water pulse	0.0 % water	72.0% fuel
15435 total fuel pulse 	0.45 s	193.333 mL/min	5 counter	2982 total water pulse	10.0 % water	90.0% fuel
15436 total fuel pulse 	0.55 s	157.895 mL/min	1 counter	2982 total water pulse	0.0 % water	18.0% fuel
15437 total fuel pulse 	0.47 s	185.501 mL/min	2 counter	2982 total water pulse	0.0 % water	36.0% fuel
15438 total fuel pulse 	0.45 s	193.333 mL/min	3 counter	2982 total water pulse	0.0 % water	54.0% fuel
15439 total fuel pulse 	0.46 s	190.789 mL/min	4 counter	2982 total water pulse	0.0 % water	72.0% fuel
15440 total fuel pulse 	0.45 s	193.764 mL/min	5 counter	2983 total water pulse	10.0 % water	90.0% fuel
15441 total fuel pulse 	0.56 s	156.194 mL/min	1 counter	2983 total water pulse	0.0 % water	18.0% fuel
15442 total fuel pulse 	0.47 s	185.106 mL/min	2 counter	2983 total water pulse	0.0 % water	36.0% fuel
15443 total fuel pulse 	0.44 s	199.541 mL/min	3 counter	2983 total water pulse	0.0 % water	54.0% fuel
15444 total fuel pulse 	0.43 s	202.797 mL/min	4 counter	2983 total water pulse	0.0 % water	72.0% fuel
15445 total fuel pulse 	0.44 s	197.279 mL/min	5 counter	2984 total water pulse	10.0 % water	90.0% fuel
15446 total fuel pulse 	0.54 s	162.313 mL/min	1 counter	2984 total water pulse	0.0 % water	18.0% fuel
15447 total fuel pulse 	0.45 s	192.478 mL/min	2 counter	2984 total water pulse	0.0 % water	36.0% fuel
15448 total fuel pulse 	0.44 s	199.541 mL/min	3 counter	2984 total water pulse	0.0 % water	54.0% fuel
15449 total fuel pulse 	0.42 s	206.161 mL/min	4 counter	2984 total water pulse	0.0 % water	72.0% fuel
15450 total fuel pulse 	0.42 s	206.651 mL/min	5 counter	2985 total water pulse	10.0 % water	90.0% fuel
15451 total fuel pulse 	0.52 s	167.954 mL/min	1 counter	2985 total water pulse	0.0 % water	18.0% fuel
15452 total fuel pulse 	0.44 s	199.085 mL/min	2 counter	2985 total water pulse	0.0 % water	36.0% fuel
15453 total fuel pulse 	0.42 s	209.135 mL/min	3 counter	2985 total water pulse	0.0 % water	54.0% fuel
15454 total fuel pulse 	0.42 s	206.651 mL/min	4 counter	2985 total water pulse	0.0 % water	72.0% fuel
15455 total fuel pulse 	0.41 s	211.679 mL/min	5 counter	2986 total water pulse	10.0 % water	90.0% fuel
15456 total fuel pulse 	0.47 s	183.544 mL/min	1 counter	2986 total water pulse	0.0 % water	18.0% fuel
15457 total fuel pulse 	0.42 s	205.189 mL/min	2 counter	2986 total water pulse	0.0 % water	36.0% fuel
15458 total fuel pulse 	0.39 s	221.939 mL/min	3 counter	2986 total water pulse	0.0 % water	54.0% fuel
15459 total fuel pulse 	0.38 s	225.974 mL/min	4 counter	2986 total water pulse	0.0 % water	72.0% fuel
15460 total fuel pulse 	0.40 s	218.593 mL/min	5 counter	2987 total water pulse	10.0 % water	90.0% fuel
15461 total fuel pulse 	0.17 s	527.273 mL/min	1 counter	2987 total water pulse	10.0 % water	18.0% fuel
15462 total fuel pulse 	0.34 s	258.929 mL/min	2 counter	2987 total water pulse	0.0 % water	36.0% fuel
15463 total fuel pulse 	0.46 s	191.209 mL/min	3 counter	2987 total water pulse	0.0 % water	54.0% fuel
15464 total fuel pulse 	0.44 s	198.630 mL/min	4 counter	2987 total water pulse	0.0 % water	72.0% fuel
15465 total fuel pulse 	0.50 s	174.699 mL/min	5 counter	2988 total water pulse	10.0 % water	90.0% fuel
15466 total fuel pulse 	0.69 s	126.087 mL/min	1 counter	2988 total water pulse	0.0 % water	18.0% fuel
15467 total fuel pulse 	0.62 s	140.777 mL/min	2 counter	2988 total water pulse	0.0 % water	36.0% fuel
15468 total fuel pulse 	0.66 s	132.622 mL/min	3 counter	2988 total water pulse	0.0 % water	54.0% fuel
15469 total fuel pulse 	0.67 s	130.631 mL/min	4 counter	2988 total water pulse	0.0 % water	72.0% fuel
15470 total fuel pulse 	0.64 s	136.150 mL/min	5 counter	2989 total water pulse	10.0 % water	90.0% fuel
15471 total fuel pulse 	0.87 s	100.000 mL/min	1 counter	2989 total water pulse	0.0 % water	18.0% fuel
15472 total fuel pulse 	0.72 s	120.332 mL/min	2 counter	2989 total water pulse	0.0 % water	36.0% fuel
15473 total fuel pulse 	0.70 s	123.580 mL/min	3 counter	2989 total water pulse	0.0 % water	54.0% fuel
15474 total fuel pulse 	0.71 s	122.363 mL/min	4 counter	2989 total water pulse	0.0 % water	72.0% fuel
15475 total fuel pulse 	0.71 s	122.535 mL/min	5 counter	2990 total water pulse	10.0 % water	90.0% fuel
15476 total fuel pulse 	0.86 s	101.754 mL/min	1 counter	2990 total water pulse	0.0 % water	18.0% fuel
15477 total fuel pulse 	0.67 s	129.272 mL/min	2 counter	2990 total water pulse	0.0 % water	36.0% fuel
15478 total fuel pulse 	0.65 s	133.028 mL/min	3 counter	2990 total water pulse	0.0 % water	54.0% fuel
15479 total fuel pulse 	0.64 s	135.093 mL/min	4 counter	2990 total water pulse	0.0 % water	72.0% fuel
15480 total fuel pulse 	0.62 s	139.871 mL/min	5 counter	2991 total water pulse	10.0 % water	90.0% fuel
15481 total fuel pulse 	0.73 s	118.690 mL/min	1 counter	2991 total water pulse	0.0 % water	18.0% fuel
15482 total fuel pulse 	0.59 s	147.959 mL/min	2 counter	2991 total water pulse	0.0 % water	36.0% fuel
15483 total fuel pulse 	0.58 s	148.718 mL/min	3 counter	2991 total water pulse	0.0 % water	54.0% fuel
15484 total fuel pulse 	0.57 s	151.832 mL/min	4 counter	2991 total water pulse	0.0 % water	72.0% fuel
15485 total fuel pulse 	0.57 s	153.710 mL/min	5 counter	2992 total water pulse	10.0 % water	90.0% fuel
15486 total fuel pulse 	0.73 s	119.670 mL/min	1 counter	2992 total water pulse	0.0 % water	18.0% fuel
15487 total fuel pulse 	0.57 s	151.568 mL/min	2 counter	2992 total water pulse	0.0 % water	36.0% fuel
15488 total fuel pulse 	0.56 s	156.757 mL/min	3 counter	2992 total water pulse	0.0 % water	54.0% fuel
15489 total fuel pulse 	0.57 s	152.900 mL/min	4 counter	2992 total water pulse	0.0 % water	72.0% fuel
15490 total fuel pulse 	0.57 s	152.900 mL/min	5 counter	2993 total water pulse	10.0 % water	90.0% fuel
15491 total fuel pulse 	0.73 s	118.852 mL/min	1 counter	2993 total water pulse	0.0 % water	18.0% fuel
15492 total fuel pulse 	0.61 s	143.802 mL/min	2 counter	2993 total water pulse	0.0 % water	36.0% fuel
15493 total fuel pulse 	0.62 s	139.871 mL/min	3 counter	2993 total water pulse	0.0 % water	54.0% fuel
15494 total fuel pulse 	0.64 s	135.938 mL/min	4 counter	2993 total water pulse	0.0 % water	72.0% fuel
15495 total fuel pulse 	0.68 s	128.698 mL/min	5 counter	2994 total water pulse	10.0 % water	90.0% fuel
15496 total fuel pulse 	0.89 s	98.194 mL/min	1 counter	2994 total water pulse	0.0 % water	18.0% fuel
15497 total fuel pulse 	0.73 s	119.670 mL/min	2 counter	2994 total water pulse	0.0 % water	36.0% fuel
15498 total fuel pulse 	0.75 s	116.466 mL/min	3 counter	2994 total water pulse	0.0 % water	54.0% fuel
15499 total fuel pulse 	0.78 s	111.969 mL/min	4 counter	2994 total water pulse	0.0 % water	72.0% fuel
15500 total fuel pulse 	0.79 s	110.266 mL/min	5 counter	2994 total water pulse	0.0 % water	90.0% fuel
15501 total fuel pulse 	1.00 s	86.913 mL/min	1 counter	2995 total water pulse	0.0 % water	18.0% fuel
15502 total fuel pulse 	0.81 s	106.748 mL/min	2 counter	2995 total water pulse	0.0 % water	36.0% fuel
15503 total fuel pulse 	0.80 s	108.614 mL/min	3 counter	2995 total water pulse	0.0 % water	54.0% fuel
15504 total fuel pulse 	0.81 s	107.807 mL/min	4 counter	2995 total water pulse	0.0 % water	72.0% fuel
15505 total fuel pulse 	0.78 s	111.682 mL/min	5 counter	2996 total water pulse	10.0 % water	90.0% fuel
15506 total fuel pulse 	0.93 s	93.952 mL/min	1 counter	2996 total water pulse	0.0 % water	18.0% fuel
15507 total fuel pulse 	0.75 s	115.692 mL/min	2 counter	2996 total water pulse	0.0 % water	36.0% fuel
15508 total fuel pulse 	0.72 s	120.833 mL/min	3 counter	2996 total water pulse	0.0 % water	54.0% fuel
15509 total fuel pulse 	0.71 s	121.678 mL/min	4 counter	2996 total water pulse	0.0 % water	72.0% fuel
15510 total fuel pulse 	0.70 s	124.821 mL/min	5 counter	2997 total water pulse	10.0 % water	90.0% fuel
15511 total fuel pulse 	0.91 s	96.026 mL/min	1 counter	2997 total water pulse	0.0 % water	18.0% fuel
15512 total fuel pulse 	0.68 s	128.889 mL/min	2 counter	2997 total water pulse	0.0 % water	36.0% fuel
15513 total fuel pulse 	0.65 s	133.028 mL/min	3 counter	2997 total water pulse	0.0 % water	54.0% fuel
15514 total fuel pulse 	0.64 s	135.725 mL/min	4 counter	2997 total water pulse	0.0 % water	72.0% fuel
15515 total fuel pulse 	0.61 s	142.857 mL/min	5 counter	2998 total water pulse	10.0 % water	90.0% fuel
15516 total fuel pulse 	0.76 s	114.776 mL/min	1 counter	2998 total water pulse	0.0 % water	18.0% fuel
15517 total fuel pulse 	0.68 s	127.193 mL/min	2 counter	2998 total water pulse	0.0 % water	36.0% fuel
15518 total fuel pulse 	0.59 s	147.458 mL/min	3 counter	2998 total water pulse	0.0 % water	54.0% fuel
15519 total fuel pulse 	0.58 s	148.718 mL/min	4 counter	2998 total water pulse	0.0 % water	72.0% fuel
15520 total fuel pulse 	0.57 s	153.710 mL/min	5 counter	2999 total water pulse	10.0 % water	90.0% fuel
15521 total fuel pulse 	0.70 s	125.000 mL/min	1 counter	2999 total water pulse	0.0 % water	18.0% fuel
15522 total fuel pulse 	0.54 s	161.410 mL/min	2 counter	2999 total water pulse	0.0 % water	36.0% fuel
15523 total fuel pulse 	0.53 s	165.085 mL/min	3 counter	2999 total water pulse	0.0 % water	54.0% fuel
15524 total fuel pulse 	0.51 s	170.254 mL/min	4 counter	2999 total water pulse	0.0 % water	72.0% fuel
15525 total fuel pulse 	0.50 s	175.758 mL/min	5 counter	3000 total water pulse	10.0 % water	90.0% fuel
15526 total fuel pulse 	0.59 s	148.211 mL/min	1 counter	3000 total water pulse	10.0 % water	18.0% fuel
15527 total fuel pulse 	0.48 s	182.008 mL/min	2 counter	3000 total water pulse	0.0 % water	36.0% fuel
15528 total fuel pulse 	0.47 s	184.713 mL/min	3 counter	3000 total water pulse	0.0 % water	54.0% fuel
15529 total fuel pulse 	0.47 s	186.295 mL/min	4 counter	3000 total water pulse	0.0 % water	72.0% fuel
15530 total fuel pulse 	0.47 s	185.897 mL/min	5 counter	3001 total water pulse	10.0 % water	90.0% fuel
15531 total fuel pulse 	0.57 s	153.710 mL/min	1 counter	3001 total water pulse	0.0 % water	18.0% fuel
15532 total fuel pulse 	0.49 s	179.381 mL/min	2 counter	3001 total water pulse	0.0 % water	36.0% fuel
15533 total fuel pulse 	0.49 s	178.279 mL/min	3 counter	3001 total water pulse	0.0 % water	54.0% fuel
15534 total fuel pulse 	0.50 s	175.050 mL/min	4 counter	3001 total water pulse	0.0 % water	72.0% fuel
15535 total fuel pulse 	0.51 s	171.937 mL/min	5 counter	3002 total water pulse	10.0 % water	90.0% fuel
15536 total fuel pulse 	0.67 s	129.851 mL/min	1 counter	3002 total water pulse	0.0 % water	18.0% fuel
15537 total fuel pulse 	0.55 s	157.609 mL/min	2 counter	3002 total water pulse	0.0 % water	36.0% fuel
15538 total fuel pulse 	0.55 s	159.633 mL/min	3 counter	3002 total water pulse	0.0 % water	54.0% fuel
15539 total fuel pulse 	0.55 s	159.633 mL/min	4 counter	3002 total water pulse	0.0 % water	72.0% fuel
15540 total fuel pulse 	0.56 s	154.529 mL/min	5 counter	3003 total water pulse	10.0 % water	90.0% fuel
15541 total fuel pulse 	0.70 s	123.580 mL/min	1 counter	3003 total water pulse	0.0 % water	18.0% fuel
15542 total fuel pulse 	0.55 s	159.633 mL/min	2 counter	3003 total water pulse	0.0 % water	36.0% fuel
15543 total fuel pulse 	0.55 s	159.341 mL/min	3 counter	3003 total water pulse	0.0 % water	54.0% fuel
15544 total fuel pulse 	0.56 s	155.080 mL/min	4 counter	3003 total water pulse	0.0 % water	72.0% fuel
15545 total fuel pulse 	0.57 s	153.710 mL/min	5 counter	3004 total water pulse	10.0 % water	90.0% fuel
15546 total fuel pulse 	0.72 s	120.166 mL/min	1 counter	3004 total water pulse	0.0 % water	18.0% fuel
15547 total fuel pulse 	0.59 s	147.959 mL/min	2 counter	3004 total water pulse	0.0 % water	36.0% fuel
15548 total fuel pulse 	0.57 s	151.304 mL/min	3 counter	3004 total water pulse	0.0 % water	54.0% fuel
15549 total fuel pulse 	0.42 s	205.189 mL/min	4 counter	3004 total water pulse	0.0 % water	72.0% fuel
15550 total fuel pulse 	0.39 s	224.227 mL/min	5 counter	3005 total water pulse	10.0 % water	90.0% fuel
15551 total fuel pulse 	0.41 s	213.759 mL/min	1 counter	3005 total water pulse	0.0 % water	18.0% fuel
15552 total fuel pulse 	0.38 s	230.159 mL/min	2 counter	3005 total water pulse	0.0 % water	36.0% fuel
15553 total fuel pulse 	0.34 s	257.396 mL/min	3 counter	3005 total water pulse	0.0 % water	54.0% fuel
15554 total fuel pulse 	0.34 s	252.174 mL/min	4 counter	3005 total water pulse	0.0 % water	72.0% fuel
15555 total fuel pulse 	0.33 s	261.261 mL/min	5 counter	3006 total water pulse	10.0 % water	90.0% fuel
15556 total fuel pulse 	0.38 s	225.974 mL/min	1 counter	3006 total water pulse	0.0 % water	18.0% fuel
15557 total fuel pulse 	0.37 s	237.057 mL/min	2 counter	3006 total water pulse	0.0 % water	36.0% fuel
15558 total fuel pulse 	0.34 s	255.882 mL/min	3 counter	3006 total water pulse	0.0 % water	54.0% fuel
15559 total fuel pulse 	0.34 s	258.929 mL/min	4 counter	3006 total water pulse	0.0 % water	72.0% fuel
15560 total fuel pulse 	0.34 s	255.882 mL/min	5 counter	3007 total water pulse	10.0 % water	90.0% fuel
15562 total fuel pulse 	0.00 s	inf mL/min	2 counter	3007 total water pulse	0.0 % water	36.0% fuel
15563 total fuel pulse 	0.20 s	439.394 mL/min	3 counter	3007 total water pulse	0.0 % water	54.0% fuel
15564 total fuel pulse 	0.36 s	239.669 mL/min	4 counter	3007 total water pulse	0.0 % water	72.0% fuel
15565 total fuel pulse 	0.34 s	258.929 mL/min	5 counter	3008 total water pulse	10.0 % water	90.0% fuel
15566 total fuel pulse 	0.40 s	218.045 mL/min	1 counter	3008 total water pulse	0.0 % water	18.0% fuel
15567 total fuel pulse 	0.37 s	234.501 mL/min	2 counter	3008 total water pulse	0.0 % water	36.0% fuel
15568 total fuel pulse 	0.34 s	256.637 mL/min	3 counter	3008 total water pulse	0.0 % water	54.0% fuel
15569 total fuel pulse 	0.33 s	264.438 mL/min	4 counter	3008 total water pulse	0.0 % water	72.0% fuel
15570 total fuel pulse 	0.33 s	263.636 mL/min	5 counter	3009 total water pulse	10.0 % water	90.0% fuel
15571 total fuel pulse 	0.38 s	225.974 mL/min	1 counter	3009 total water pulse	0.0 % water	18.0% fuel
15572 total fuel pulse 	0.36 s	241.667 mL/min	2 counter	3009 total water pulse	0.0 % water	36.0% fuel
15573 total fuel pulse 	0.33 s	263.636 mL/min	3 counter	3009 total water pulse	0.0 % water	54.0% fuel
15574 total fuel pulse 	0.33 s	266.055 mL/min	4 counter	3009 total water pulse	0.0 % water	72.0% fuel
15575 total fuel pulse 	0.32 s	268.519 mL/min	5 counter	3010 total water pulse	10.0 % water	90.0% fuel
15576 total fuel pulse 	0.37 s	235.135 mL/min	1 counter	3010 total water pulse	0.0 % water	18.0% fuel
15577 total fuel pulse 	0.36 s	244.382 mL/min	2 counter	3010 total water pulse	0.0 % water	36.0% fuel
15578 total fuel pulse 	0.33 s	266.055 mL/min	3 counter	3010 total water pulse	0.0 % water	54.0% fuel
15579 total fuel pulse 	0.32 s	269.350 mL/min	4 counter	3010 total water pulse	0.0 % water	72.0% fuel
15580 total fuel pulse 	0.32 s	271.028 mL/min	5 counter	3011 total water pulse	10.0 % water	90.0% fuel
15581 total fuel pulse 	0.37 s	238.356 mL/min	1 counter	3011 total water pulse	0.0 % water	18.0% fuel
15582 total fuel pulse 	0.35 s	250.000 mL/min	2 counter	3011 total water pulse	0.0 % water	36.0% fuel
15583 total fuel pulse 	0.32 s	269.350 mL/min	3 counter	3011 total water pulse	0.0 % water	54.0% fuel
15584 total fuel pulse 	0.32 s	272.727 mL/min	4 counter	3011 total water pulse	0.0 % water	72.0% fuel
15585 total fuel pulse 	0.31 s	277.955 mL/min	5 counter	3011 total water pulse	10.0 % water	90.0% fuel
15586 total fuel pulse 	0.31 s	280.645 mL/min	1 counter	3011 total water pulse	0.0 % water	18.0% fuel
15587 total fuel pulse 	0.31 s	277.070 mL/min	2 counter	3011 total water pulse	0.0 % water	36.0% fuel
15588 total fuel pulse 	0.32 s	274.448 mL/min	3 counter	3011 total water pulse	0.0 % water	54.0% fuel
15589 total fuel pulse 	0.33 s	265.244 mL/min	4 counter	3011 total water pulse	0.0 % water	72.0% fuel
15590 total fuel pulse 	0.33 s	260.479 mL/min	5 counter	3012 total water pulse	10.0 % water	90.0% fuel
15591 total fuel pulse 	0.42 s	207.637 mL/min	1 counter	3012 total water pulse	0.0 % water	18.0% fuel
15592 total fuel pulse 	0.43 s	201.389 mL/min	2 counter	3012 total water pulse	0.0 % water	36.0% fuel
15593 total fuel pulse 	0.43 s	200.924 mL/min	3 counter	3012 total water pulse	0.0 % water	54.0% fuel
15594 total fuel pulse 	0.45 s	192.053 mL/min	4 counter	3012 total water pulse	0.0 % water	72.0% fuel
15595 total fuel pulse 	0.50 s	173.307 mL/min	5 counter	3013 total water pulse	10.0 % water	90.0% fuel
15596 total fuel pulse 	0.71 s	122.881 mL/min	1 counter	3013 total water pulse	0.0 % water	18.0% fuel
15597 total fuel pulse 	0.61 s	142.857 mL/min	2 counter	3013 total water pulse	0.0 % water	36.0% fuel
15598 total fuel pulse 	0.63 s	138.756 mL/min	3 counter	3013 total water pulse	0.0 % water	54.0% fuel
15599 total fuel pulse 	0.65 s	133.846 mL/min	4 counter	3013 total water pulse	0.0 % water	72.0% fuel
15600 total fuel pulse 	0.65 s	132.824 mL/min	5 counter	3014 total water pulse	10.0 % water	90.0% fuel
15601 total fuel pulse 	0.81 s	107.940 mL/min	1 counter	3014 total water pulse	0.0 % water	18.0% fuel
15602 total fuel pulse 	0.67 s	129.851 mL/min	2 counter	3014 total water pulse	0.0 % water	36.0% fuel
15603 total fuel pulse 	0.68 s	127.566 mL/min	3 counter	3014 total water pulse	0.0 % water	54.0% fuel
15604 total fuel pulse 	0.69 s	126.453 mL/min	4 counter	3014 total water pulse	0.0 % water	72.0% fuel
15605 total fuel pulse 	0.68 s	127.753 mL/min	5 counter	3015 total water pulse	10.0 % water	90.0% fuel
15606 total fuel pulse 	0.84 s	103.819 mL/min	1 counter	3015 total water pulse	0.0 % water	18.0% fuel
15607 total fuel pulse 	0.67 s	130.631 mL/min	2 counter	3015 total water pulse	0.0 % water	36.0% fuel
15608 total fuel pulse 	0.66 s	131.420 mL/min	3 counter	3015 total water pulse	0.0 % water	54.0% fuel
15609 total fuel pulse 	0.63 s	137.876 mL/min	4 counter	3015 total water pulse	0.0 % water	72.0% fuel
15610 total fuel pulse 	0.61 s	142.623 mL/min	5 counter	3016 total water pulse	10.0 % water	90.0% fuel
15611 total fuel pulse 	0.71 s	122.708 mL/min	1 counter	3016 total water pulse	0.0 % water	18.0% fuel
15612 total fuel pulse 	0.56 s	155.080 mL/min	2 counter	3016 total water pulse	0.0 % water	36.0% fuel
15613 total fuel pulse 	0.54 s	161.410 mL/min	3 counter	3016 total water pulse	0.0 % water	54.0% fuel
15614 total fuel pulse 	0.52 s	168.279 mL/min	4 counter	3016 total water pulse	0.0 % water	72.0% fuel
15615 total fuel pulse 	0.52 s	168.279 mL/min	5 counter	3017 total water pulse	10.0 % water	90.0% fuel
15616 total fuel pulse 	0.63 s	138.978 mL/min	1 counter	3017 total water pulse	10.0 % water	18.0% fuel
15617 total fuel pulse 	0.51 s	170.923 mL/min	2 counter	3017 total water pulse	0.0 % water	36.0% fuel
15618 total fuel pulse 	0.48 s	182.008 mL/min	3 counter	3017 total water pulse	0.0 % water	54.0% fuel
15619 total fuel pulse 	0.47 s	185.106 mL/min	4 counter	3017 total water pulse	0.0 % water	72.0% fuel
15620 total fuel pulse 	0.46 s	191.209 mL/min	5 counter	3018 total water pulse	10.0 % water	90.0% fuel
15621 total fuel pulse 	0.57 s	152.900 mL/min	1 counter	3018 total water pulse	0.0 % water	18.0% fuel
15622 total fuel pulse 	0.48 s	182.390 mL/min	2 counter	3018 total water pulse	0.0 % water	36.0% fuel
15623 total fuel pulse 	0.44 s	195.506 mL/min	3 counter	3018 total water pulse	0.0 % water	54.0% fuel
15624 total fuel pulse 	0.44 s	196.388 mL/min	4 counter	3018 total water pulse	0.0 % water	72.0% fuel
15625 total fuel pulse 	0.44 s	199.541 mL/min	5 counter	3019 total water pulse	10.0 % water	90.0% fuel
15626 total fuel pulse 	0.54 s	162.313 mL/min	1 counter	3019 total water pulse	0.0 % water	18.0% fuel
15627 total fuel pulse 	0.46 s	190.789 mL/min	2 counter	3019 total water pulse	0.0 % water	36.0% fuel
15628 total fuel pulse 	0.44 s	200.000 mL/min	3 counter	3019 total water pulse	0.0 % water	54.0% fuel
15629 total fuel pulse 	0.43 s	200.924 mL/min	4 counter	3019 total water pulse	0.0 % water	72.0% fuel
15630 total fuel pulse 	0.43 s	200.924 mL/min	5 counter	3020 total water pulse	10.0 % water	90.0% fuel
15631 total fuel pulse 	0.54 s	162.313 mL/min	1 counter	3020 total water pulse	0.0 % water	18.0% fuel
15632 total fuel pulse 	0.46 s	188.312 mL/min	2 counter	3020 total water pulse	0.0 % water	36.0% fuel
15633 total fuel pulse 	0.44 s	195.506 mL/min	3 counter	3020 total water pulse	0.0 % water	54.0% fuel
15634 total fuel pulse 	0.46 s	191.209 mL/min	4 counter	3020 total water pulse	0.0 % water	72.0% fuel
15635 total fuel pulse 	0.46 s	189.542 mL/min	5 counter	3021 total water pulse	10.0 % water	90.0% fuel
15636 total fuel pulse 	0.55 s	157.609 mL/min	1 counter	3021 total water pulse	0.0 % water	18.0% fuel
15637 total fuel pulse 	0.49 s	179.012 mL/min	2 counter	3021 total water pulse	0.0 % water	36.0% fuel
15638 total fuel pulse 	0.48 s	182.390 mL/min	3 counter	3021 total water pulse	0.0 % water	54.0% fuel
15639 total fuel pulse 	0.49 s	177.189 mL/min	4 counter	3021 total water pulse	0.0 % water	72.0% fuel
15640 total fuel pulse 	0.49 s	176.113 mL/min	5 counter	3022 total water pulse	10.0 % water	90.0% fuel
15641 total fuel pulse 	0.66 s	132.420 mL/min	1 counter	3022 total water pulse	0.0 % water	18.0% fuel
15642 total fuel pulse 	0.55 s	158.182 mL/min	2 counter	3022 total water pulse	0.0 % water	36.0% fuel
15643 total fuel pulse 	0.52 s	165.714 mL/min	3 counter	3022 total water pulse	0.0 % water	54.0% fuel
15644 total fuel pulse 	0.53 s	163.842 mL/min	4 counter	3022 total water pulse	0.0 % water	72.0% fuel
15645 total fuel pulse 	0.53 s	162.921 mL/min	5 counter	3023 total water pulse	10.0 % water	90.0% fuel
15646 total fuel pulse 	0.68 s	128.698 mL/min	1 counter	3023 total water pulse	0.0 % water	18.0% fuel
15647 total fuel pulse 	0.54 s	159.926 mL/min	2 counter	3023 total water pulse	0.0 % water	36.0% fuel
15648 total fuel pulse 	0.52 s	165.714 mL/min	3 counter	3023 total water pulse	0.0 % water	54.0% fuel
15649 total fuel pulse 	0.53 s	165.085 mL/min	4 counter	3023 total water pulse	0.0 % water	72.0% fuel
15650 total fuel pulse 	0.51 s	170.254 mL/min	5 counter	3024 total water pulse	10.0 % water	90.0% fuel
15651 total fuel pulse 	0.66 s	132.622 mL/min	1 counter	3024 total water pulse	0.0 % water	18.0% fuel
15652 total fuel pulse 	0.52 s	165.714 mL/min	2 counter	3024 total water pulse	0.0 % water	36.0% fuel
15653 total fuel pulse 	0.52 s	166.987 mL/min	3 counter	3024 total water pulse	0.0 % water	54.0% fuel
15654 total fuel pulse 	0.52 s	167.308 mL/min	4 counter	3024 total water pulse	0.0 % water	72.0% fuel
15655 total fuel pulse 	0.52 s	168.279 mL/min	5 counter	3025 total water pulse	10.0 % water	90.0% fuel
15656 total fuel pulse 	0.63 s	138.095 mL/min	1 counter	3025 total water pulse	0.0 % water	18.0% fuel
15657 total fuel pulse 	0.52 s	168.279 mL/min	2 counter	3025 total water pulse	0.0 % water	36.0% fuel
15658 total fuel pulse 	0.51 s	171.598 mL/min	3 counter	3025 total water pulse	0.0 % water	54.0% fuel
15659 total fuel pulse 	0.50 s	174.699 mL/min	4 counter	3025 total water pulse	0.0 % water	72.0% fuel
15660 total fuel pulse 	0.50 s	173.653 mL/min	5 counter	3026 total water pulse	10.0 % water	90.0% fuel
15661 total fuel pulse 	0.70 s	123.404 mL/min	1 counter	3026 total water pulse	0.0 % water	18.0% fuel
15662 total fuel pulse 	0.56 s	156.757 mL/min	2 counter	3026 total water pulse	0.0 % water	36.0% fuel
15663 total fuel pulse 	0.55 s	157.324 mL/min	3 counter	3026 total water pulse	0.0 % water	54.0% fuel
15664 total fuel pulse 	0.53 s	162.921 mL/min	4 counter	3026 total water pulse	0.0 % water	72.0% fuel
15665 total fuel pulse 	0.51 s	170.254 mL/min	5 counter	3027 total water pulse	10.0 % water	90.0% fuel
15666 total fuel pulse 	0.64 s	135.725 mL/min	1 counter	3027 total water pulse	0.0 % water	18.0% fuel
15667 total fuel pulse 	0.52 s	168.605 mL/min	2 counter	3027 total water pulse	0.0 % water	36.0% fuel
15668 total fuel pulse 	0.50 s	175.403 mL/min	3 counter	3027 total water pulse	0.0 % water	54.0% fuel
15669 total fuel pulse 	0.48 s	180.124 mL/min	4 counter	3027 total water pulse	0.0 % water	72.0% fuel
15670 total fuel pulse 	0.48 s	181.628 mL/min	5 counter	3028 total water pulse	10.0 % water	90.0% fuel
15671 total fuel pulse 	0.58 s	149.485 mL/min	1 counter	3028 total water pulse	0.0 % water	18.0% fuel
15672 total fuel pulse 	0.49 s	178.645 mL/min	2 counter	3028 total water pulse	0.0 % water	36.0% fuel
15673 total fuel pulse 	0.46 s	191.209 mL/min	3 counter	3028 total water pulse	0.0 % water	54.0% fuel
15674 total fuel pulse 	0.45 s	192.053 mL/min	4 counter	3028 total water pulse	0.0 % water	72.0% fuel
15675 total fuel pulse 	0.44 s	195.946 mL/min	5 counter	3029 total water pulse	10.0 % water	90.0% fuel
15676 total fuel pulse 	0.54 s	162.011 mL/min	1 counter	3029 total water pulse	0.0 % water	18.0% fuel
15677 total fuel pulse 	0.46 s	189.130 mL/min	2 counter	3029 total water pulse	0.0 % water	36.0% fuel
15678 total fuel pulse 	0.44 s	198.630 mL/min	3 counter	3029 total water pulse	0.0 % water	54.0% fuel
15679 total fuel pulse 	0.43 s	202.326 mL/min	4 counter	3029 total water pulse	0.0 % water	72.0% fuel
15680 total fuel pulse 	0.43 s	204.225 mL/min	5 counter	3030 total water pulse	10.0 % water	90.0% fuel
