Received Log:

[Feb 16, 2023 09:48:38] ASCII:
17573 total fuel pulse 	0.58 s	150.780 mL/min	3 counter	3407 total water pulse	0.0 % water	54.0% fuel
17574 total fuel pulse 	0.58 s	151.042 mL/min	4 counter	3407 total water pulse	0.0 % water	72.0% fuel
17575 total fuel pulse 	0.58 s	149.742 mL/min	5 counter	3408 total water pulse	10.0 % water	90.0% fuel
17576 total fuel pulse 	0.72 s	120.833 mL/min	1 counter	3408 total water pulse	0.0 % water	18.0% fuel
17577 total fuel pulse 	0.59 s	146.712 mL/min	2 counter	3408 total water pulse	0.0 % water	36.0% fuel
17578 total fuel pulse 	0.60 s	146.218 mL/min	3 counter	3408 total water pulse	0.0 % water	54.0% fuel
17579 total fuel pulse 	0.59 s	147.458 mL/min	4 counter	3408 total water pulse	0.0 % water	72.0% fuel
17580 total fuel pulse 	0.61 s	142.857 mL/min	5 counter	3409 total water pulse	10.0 % water	90.0% fuel
17581 total fuel pulse 	0.87 s	100.115 mL/min	1 counter	3409 total water pulse	0.0 % water	18.0% fuel
17582 total fuel pulse 	0.72 s	121.170 mL/min	2 counter	3409 total water pulse	0.0 % water	36.0% fuel
17583 total fuel pulse 	0.72 s	120.666 mL/min	3 counter	3409 total water pulse	0.0 % water	54.0% fuel
17584 total fuel pulse 	0.73 s	118.852 mL/min	4 counter	3409 total water pulse	0.0 % water	72.0% fuel
17585 total fuel pulse 	0.74 s	117.568 mL/min	5 counter	3410 total water pulse	10.0 % water	90.0% fuel
17586 total fuel pulse 	0.89 s	97.424 mL/min	1 counter	3410 total water pulse	10.0 % water	18.0% fuel
17587 total fuel pulse 	0.74 s	117.093 mL/min	2 counter	3410 total water pulse	0.0 % water	36.0% fuel
17588 total fuel pulse 	0.75 s	116.466 mL/min	3 counter	3410 total water pulse	0.0 % water	54.0% fuel
17589 total fuel pulse 	0.73 s	118.690 mL/min	4 counter	3410 total water pulse	0.0 % water	72.0% fuel
17590 total fuel pulse 	0.73 s	119.015 mL/min	5 counter	3411 total water pulse	10.0 % water	90.0% fuel
17591 total fuel pulse 	0.93 s	93.448 mL/min	1 counter	3411 total water pulse	0.0 % water	18.0% fuel
17592 total fuel pulse 	0.72 s	120.166 mL/min	2 counter	3411 total water pulse	0.0 % water	36.0% fuel
17593 total fuel pulse 	0.71 s	122.881 mL/min	3 counter	3411 total water pulse	0.0 % water	54.0% fuel
17594 total fuel pulse 	0.69 s	125.904 mL/min	4 counter	3411 total water pulse	0.0 % water	72.0% fuel
17595 total fuel pulse 	0.68 s	127.379 mL/min	5 counter	3412 total water pulse	10.0 % water	90.0% fuel
17596 total fuel pulse 	0.87 s	100.000 mL/min	1 counter	3412 total water pulse	0.0 % water	18.0% fuel
17597 total fuel pulse 	0.68 s	128.319 mL/min	2 counter	3412 total water pulse	0.0 % water	36.0% fuel
17598 total fuel pulse 	0.67 s	129.272 mL/min	3 counter	3412 total water pulse	0.0 % water	54.0% fuel
17599 total fuel pulse 	0.58 s	151.042 mL/min	4 counter	3412 total water pulse	0.0 % water	72.0% fuel
17600 total fuel pulse 	0.61 s	143.802 mL/min	5 counter	3413 total water pulse	10.0 % water	90.0% fuel
17601 total fuel pulse 	0.79 s	110.127 mL/min	1 counter	3413 total water pulse	0.0 % water	18.0% fuel
17602 total fuel pulse 	0.66 s	131.222 mL/min	2 counter	3413 total water pulse	0.0 % water	36.0% fuel
17603 total fuel pulse 	0.67 s	129.464 mL/min	3 counter	3413 total water pulse	0.0 % water	54.0% fuel
17604 total fuel pulse 	0.71 s	122.708 mL/min	4 counter	3413 total water pulse	0.0 % water	72.0% fuel
17605 total fuel pulse 	0.74 s	117.727 mL/min	5 counter	3414 total water pulse	10.0 % water	90.0% fuel
17606 total fuel pulse 	0.96 s	90.720 mL/min	1 counter	3414 total water pulse	0.0 % water	18.0% fuel
17607 total fuel pulse 	0.81 s	107.940 mL/min	2 counter	3414 total water pulse	0.0 % water	36.0% fuel
17608 total fuel pulse 	0.86 s	101.399 mL/min	3 counter	3414 total water pulse	0.0 % water	54.0% fuel
17609 total fuel pulse 	0.93 s	93.750 mL/min	4 counter	3414 total water pulse	0.0 % water	72.0% fuel
17610 total fuel pulse 	0.96 s	90.909 mL/min	5 counter	3415 total water pulse	10.0 % water	90.0% fuel
17611 total fuel pulse 	1.25 s	69.433 mL/min	1 counter	3415 total water pulse	0.0 % water	18.0% fuel
17612 total fuel pulse 	1.03 s	84.058 mL/min	2 counter	3415 total water pulse	0.0 % water	36.0% fuel
17613 total fuel pulse 	1.04 s	83.493 mL/min	3 counter	3415 total water pulse	0.0 % water	54.0% fuel
17614 total fuel pulse 	1.02 s	85.546 mL/min	4 counter	3415 total water pulse	0.0 % water	72.0% fuel
17615 total fuel pulse 	0.97 s	89.783 mL/min	5 counter	3416 total water pulse	10.0 % water	90.0% fuel
17616 total fuel pulse 	1.19 s	73.294 mL/min	1 counter	3416 total water pulse	0.0 % water	18.0% fuel
17617 total fuel pulse 	0.86 s	101.045 mL/min	2 counter	3416 total water pulse	0.0 % water	36.0% fuel
17618 total fuel pulse 	0.82 s	105.711 mL/min	3 counter	3416 total water pulse	0.0 % water	54.0% fuel
17619 total fuel pulse 	0.77 s	112.258 mL/min	4 counter	3416 total water pulse	0.0 % water	72.0% fuel
17620 total fuel pulse 	0.75 s	115.846 mL/min	5 counter	3417 total water pulse	10.0 % water	90.0% fuel
17621 total fuel pulse 	0.94 s	92.063 mL/min	1 counter	3417 total water pulse	0.0 % water	18.0% fuel
17622 total fuel pulse 	0.69 s	125.904 mL/min	2 counter	3417 total water pulse	0.0 % water	36.0% fuel
17623 total fuel pulse 	0.68 s	127.193 mL/min	3 counter	3417 total water pulse	0.0 % water	54.0% fuel
17624 total fuel pulse 	0.69 s	126.453 mL/min	4 counter	3417 total water pulse	0.0 % water	72.0% fuel
17625 total fuel pulse 	0.67 s	129.272 mL/min	5 counter	3418 total water pulse	10.0 % water	90.0% fuel
17626 total fuel pulse 	0.83 s	104.317 mL/min	1 counter	3418 total water pulse	0.0 % water	18.0% fuel
17627 total fuel pulse 	0.65 s	134.675 mL/min	2 counter	3418 total water pulse	0.0 % water	36.0% fuel
17628 total fuel pulse 	0.65 s	134.259 mL/min	3 counter	3418 total water pulse	0.0 % water	54.0% fuel
17629 total fuel pulse 	0.64 s	136.578 mL/min	4 counter	3418 total water pulse	0.0 % water	72.0% fuel
17630 total fuel pulse 	0.63 s	138.315 mL/min	5 counter	3419 total water pulse	10.0 % water	90.0% fuel
17631 total fuel pulse 	0.79 s	110.266 mL/min	1 counter	3419 total water pulse	0.0 % water	18.0% fuel
17632 total fuel pulse 	0.64 s	135.725 mL/min	2 counter	3419 total water pulse	0.0 % water	36.0% fuel
17633 total fuel pulse 	0.63 s	137.224 mL/min	3 counter	3419 total water pulse	0.0 % water	54.0% fuel
17634 total fuel pulse 	0.64 s	135.938 mL/min	4 counter	3419 total water pulse	0.0 % water	72.0% fuel
17635 total fuel pulse 	0.65 s	133.231 mL/min	5 counter	3420 total water pulse	10.0 % water	90.0% fuel
17636 total fuel pulse 	0.80 s	109.023 mL/min	1 counter	3420 total water pulse	0.0 % water	18.0% fuel
17637 total fuel pulse 	0.66 s	131.420 mL/min	2 counter	3420 total water pulse	0.0 % water	36.0% fuel
17638 total fuel pulse 	0.67 s	130.827 mL/min	3 counter	3420 total water pulse	0.0 % water	54.0% fuel
17639 total fuel pulse 	0.77 s	113.134 mL/min	4 counter	3420 total water pulse	0.0 % water	72.0% fuel
17640 total fuel pulse 	0.71 s	122.708 mL/min	5 counter	3421 total water pulse	10.0 % water	90.0% fuel
17641 total fuel pulse 	0.98 s	88.685 mL/min	1 counter	3421 total water pulse	0.0 % water	18.0% fuel
17642 total fuel pulse 	0.75 s	116.310 mL/min	2 counter	3421 total water pulse	0.0 % water	36.0% fuel
17643 total fuel pulse 	0.75 s	115.692 mL/min	3 counter	3421 total water pulse	0.0 % water	54.0% fuel
17644 total fuel pulse 	0.74 s	117.251 mL/min	4 counter	3421 total water pulse	0.0 % water	72.0% fuel
17645 total fuel pulse 	0.75 s	115.692 mL/min	5 counter	3422 total water pulse	10.0 % water	90.0% fuel
17646 total fuel pulse 	0.94 s	92.652 mL/min	1 counter	3422 total water pulse	0.0 % water	18.0% fuel
17647 total fuel pulse 	0.73 s	118.690 mL/min	2 counter	3422 total water pulse	0.0 % water	36.0% fuel
17648 total fuel pulse 	0.71 s	122.363 mL/min	3 counter	3422 total water pulse	0.0 % water	54.0% fuel
17649 total fuel pulse 	0.70 s	124.464 mL/min	4 counter	3422 total water pulse	0.0 % water	72.0% fuel
17650 total fuel pulse 	0.71 s	122.363 mL/min	5 counter	3423 total water pulse	10.0 % water	90.0% fuel
17651 total fuel pulse 	0.87 s	100.346 mL/min	1 counter	3423 total water pulse	10.0 % water	18.0% fuel
17652 total fuel pulse 	0.70 s	123.932 mL/min	2 counter	3423 total water pulse	0.0 % water	36.0% fuel
17653 total fuel pulse 	0.68 s	128.130 mL/min	3 counter	3423 total water pulse	0.0 % water	54.0% fuel
17654 total fuel pulse 	0.67 s	129.080 mL/min	4 counter	3423 total water pulse	0.0 % water	72.0% fuel
17655 total fuel pulse 	0.68 s	128.508 mL/min	5 counter	3423 total water pulse	10.0 % water	90.0% fuel
17656 total fuel pulse 	0.68 s	128.698 mL/min	1 counter	3423 total water pulse	0.0 % water	18.0% fuel
17657 total fuel pulse 	0.67 s	129.657 mL/min	2 counter	3423 total water pulse	0.0 % water	36.0% fuel
17658 total fuel pulse 	0.58 s	149.228 mL/min	3 counter	3423 total water pulse	0.0 % water	54.0% fuel
17659 total fuel pulse 	0.62 s	141.005 mL/min	4 counter	3423 total water pulse	0.0 % water	72.0% fuel
17660 total fuel pulse 	0.61 s	142.157 mL/min	5 counter	3424 total water pulse	10.0 % water	90.0% fuel
17661 total fuel pulse 	0.77 s	112.694 mL/min	1 counter	3424 total water pulse	0.0 % water	18.0% fuel
17662 total fuel pulse 	0.64 s	136.792 mL/min	2 counter	3424 total water pulse	0.0 % water	36.0% fuel
17663 total fuel pulse 	0.64 s	136.578 mL/min	3 counter	3424 total water pulse	0.0 % water	54.0% fuel
17664 total fuel pulse 	0.65 s	133.641 mL/min	4 counter	3424 total water pulse	0.0 % water	72.0% fuel
17665 total fuel pulse 	0.65 s	133.641 mL/min	5 counter	3425 total water pulse	10.0 % water	90.0% fuel
17666 total fuel pulse 	0.82 s	106.357 mL/min	1 counter	3425 total water pulse	0.0 % water	18.0% fuel
17667 total fuel pulse 	0.68 s	128.508 mL/min	2 counter	3425 total water pulse	0.0 % water	36.0% fuel
17668 total fuel pulse 	0.69 s	126.822 mL/min	3 counter	3425 total water pulse	0.0 % water	54.0% fuel
17669 total fuel pulse 	0.69 s	126.638 mL/min	4 counter	3425 total water pulse	0.0 % water	72.0% fuel
17670 total fuel pulse 	0.68 s	127.941 mL/min	5 counter	3426 total water pulse	10.0 % water	90.0% fuel
17671 total fuel pulse 	0.89 s	98.083 mL/min	1 counter	3426 total water pulse	0.0 % water	18.0% fuel
17672 total fuel pulse 	0.68 s	127.753 mL/min	2 counter	3426 total water pulse	0.0 % water	36.0% fuel
17673 total fuel pulse 	0.69 s	127.007 mL/min	3 counter	3426 total water pulse	0.0 % water	54.0% fuel
17674 total fuel pulse 	0.68 s	128.319 mL/min	4 counter	3426 total water pulse	0.0 % water	72.0% fuel
17675 total fuel pulse 	0.68 s	128.319 mL/min	5 counter	3427 total water pulse	10.0 % water	90.0% fuel
17676 total fuel pulse 	0.87 s	100.578 mL/min	1 counter	3427 total water pulse	0.0 % water	18.0% fuel
17677 total fuel pulse 	0.68 s	128.319 mL/min	2 counter	3427 total water pulse	0.0 % water	36.0% fuel
17678 total fuel pulse 	0.69 s	125.180 mL/min	3 counter	3427 total water pulse	0.0 % water	54.0% fuel
17679 total fuel pulse 	0.69 s	126.087 mL/min	4 counter	3427 total water pulse	0.0 % water	72.0% fuel
17680 total fuel pulse 	0.70 s	124.642 mL/min	5 counter	3428 total water pulse	10.0 % water	90.0% fuel
17681 total fuel pulse 	0.90 s	96.133 mL/min	1 counter	3428 total water pulse	0.0 % water	18.0% fuel
17682 total fuel pulse 	0.70 s	124.464 mL/min	2 counter	3428 total water pulse	0.0 % water	36.0% fuel
17683 total fuel pulse 	0.72 s	120.833 mL/min	3 counter	3428 total water pulse	0.0 % water	54.0% fuel
17684 total fuel pulse 	0.71 s	122.881 mL/min	4 counter	3428 total water pulse	0.0 % water	72.0% fuel
17685 total fuel pulse 	0.71 s	122.881 mL/min	5 counter	3429 total water pulse	10.0 % water	90.0% fuel
17686 total fuel pulse 	0.89 s	97.973 mL/min	1 counter	3429 total water pulse	0.0 % water	18.0% fuel
17687 total fuel pulse 	0.72 s	120.166 mL/min	2 counter	3429 total water pulse	0.0 % water	36.0% fuel
17688 total fuel pulse 	0.71 s	121.678 mL/min	3 counter	3429 total water pulse	0.0 % water	54.0% fuel
17689 total fuel pulse 	0.73 s	119.670 mL/min	4 counter	3429 total water pulse	0.0 % water	72.0% fuel
17690 total fuel pulse 	0.71 s	121.678 mL/min	5 counter	3430 total water pulse	10.0 % water	90.0% fuel
17691 total fuel pulse 	0.91 s	95.921 mL/min	1 counter	3430 total water pulse	0.0 % water	18.0% fuel
17692 total fuel pulse 	0.75 s	116.622 mL/min	2 counter	3430 total water pulse	0.0 % water	36.0% fuel
17693 total fuel pulse 	0.73 s	119.178 mL/min	3 counter	3430 total water pulse	0.0 % water	54.0% fuel
17694 total fuel pulse 	0.75 s	116.000 mL/min	4 counter	3430 total water pulse	0.0 % water	72.0% fuel
17695 total fuel pulse 	0.74 s	117.093 mL/min	5 counter	3431 total water pulse	10.0 % water	90.0% fuel
17696 total fuel pulse 	0.99 s	88.235 mL/min	1 counter	3431 total water pulse	10.0 % water	18.0% fuel
17697 total fuel pulse 	0.76 s	114.474 mL/min	2 counter	3431 total water pulse	0.0 % water	36.0% fuel
17698 total fuel pulse 	0.74 s	117.886 mL/min	3 counter	3431 total water pulse	0.0 % water	54.0% fuel
17699 total fuel pulse 	0.73 s	119.015 mL/min	4 counter	3431 total water pulse	0.0 % water	72.0% fuel
17700 total fuel pulse 	0.73 s	119.342 mL/min	5 counter	3432 total water pulse	10.0 % water	90.0% fuel
17701 total fuel pulse 	0.96 s	90.155 mL/min	1 counter	3432 total water pulse	0.0 % water	18.0% fuel
17702 total fuel pulse 	0.74 s	117.251 mL/min	2 counter	3432 total water pulse	0.0 % water	36.0% fuel
17703 total fuel pulse 	0.83 s	104.819 mL/min	3 counter	3432 total water pulse	0.0 % water	54.0% fuel
17704 total fuel pulse 	0.83 s	104.946 mL/min	4 counter	3432 total water pulse	0.0 % water	72.0% fuel
17705 total fuel pulse 	0.83 s	104.819 mL/min	5 counter	3433 total water pulse	10.0 % water	90.0% fuel
17706 total fuel pulse 	1.04 s	83.815 mL/min	1 counter	3433 total water pulse	0.0 % water	18.0% fuel
17707 total fuel pulse 	0.80 s	109.023 mL/min	2 counter	3433 total water pulse	0.0 % water	36.0% fuel
17708 total fuel pulse 	0.79 s	110.828 mL/min	3 counter	3433 total water pulse	0.0 % water	54.0% fuel
17709 total fuel pulse 	0.76 s	113.874 mL/min	4 counter	3433 total water pulse	0.0 % water	72.0% fuel
17710 total fuel pulse 	0.75 s	116.622 mL/min	5 counter	3434 total water pulse	10.0 % water	90.0% fuel
17711 total fuel pulse 	0.91 s	95.290 mL/min	1 counter	3434 total water pulse	0.0 % water	18.0% fuel
17712 total fuel pulse 	0.73 s	119.505 mL/min	2 counter	3434 total water pulse	0.0 % water	36.0% fuel
17713 total fuel pulse 	0.71 s	122.363 mL/min	3 counter	3434 total water pulse	0.0 % water	54.0% fuel
17714 total fuel pulse 	0.69 s	125.180 mL/min	4 counter	3434 total water pulse	0.0 % water	72.0% fuel
17715 total fuel pulse 	0.69 s	125.723 mL/min	5 counter	3435 total water pulse	10.0 % water	90.0% fuel
17716 total fuel pulse 	0.85 s	102.113 mL/min	1 counter	3435 total water pulse	0.0 % water	18.0% fuel
17717 total fuel pulse 	0.68 s	127.753 mL/min	2 counter	3435 total water pulse	0.0 % water	36.0% fuel
17718 total fuel pulse 	0.68 s	128.319 mL/min	3 counter	3435 total water pulse	0.0 % water	54.0% fuel
17719 total fuel pulse 	0.69 s	126.270 mL/min	4 counter	3435 total water pulse	0.0 % water	72.0% fuel
17720 total fuel pulse 	0.57 s	152.632 mL/min	5 counter	3436 total water pulse	10.0 % water	90.0% fuel
17721 total fuel pulse 	0.78 s	111.396 mL/min	1 counter	3436 total water pulse	0.0 % water	18.0% fuel
17722 total fuel pulse 	0.60 s	145.000 mL/min	2 counter	3436 total water pulse	0.0 % water	36.0% fuel
17723 total fuel pulse 	0.57 s	151.568 mL/min	3 counter	3436 total water pulse	0.0 % water	54.0% fuel
17724 total fuel pulse 	0.57 s	153.169 mL/min	4 counter	3436 total water pulse	0.0 % water	72.0% fuel
17725 total fuel pulse 	0.58 s	150.780 mL/min	5 counter	3437 total water pulse	10.0 % water	90.0% fuel
17726 total fuel pulse 	0.73 s	118.852 mL/min	1 counter	3437 total water pulse	0.0 % water	18.0% fuel
17727 total fuel pulse 	0.57 s	151.304 mL/min	2 counter	3437 total water pulse	0.0 % water	36.0% fuel
17728 total fuel pulse 	0.56 s	156.194 mL/min	3 counter	3437 total water pulse	0.0 % water	54.0% fuel
17729 total fuel pulse 	0.56 s	154.804 mL/min	4 counter	3437 total water pulse	0.0 % water	72.0% fuel
17730 total fuel pulse 	0.55 s	158.182 mL/min	5 counter	3438 total water pulse	10.0 % water	90.0% fuel
17731 total fuel pulse 	0.68 s	127.379 mL/min	1 counter	3438 total water pulse	0.0 % water	18.0% fuel
17732 total fuel pulse 	0.54 s	159.926 mL/min	2 counter	3438 total water pulse	0.0 % water	36.0% fuel
17733 total fuel pulse 	0.54 s	162.313 mL/min	3 counter	3438 total water pulse	0.0 % water	54.0% fuel
17734 total fuel pulse 	0.53 s	164.151 mL/min	4 counter	3438 total water pulse	0.0 % water	72.0% fuel
17735 total fuel pulse 	0.52 s	168.279 mL/min	5 counter	3439 total water pulse	10.0 % water	90.0% fuel
17736 total fuel pulse 	0.63 s	137.441 mL/min	1 counter	3439 total water pulse	0.0 % water	18.0% fuel
17737 total fuel pulse 	0.52 s	166.667 mL/min	2 counter	3439 total water pulse	0.0 % water	36.0% fuel
17738 total fuel pulse 	0.50 s	172.619 mL/min	3 counter	3439 total water pulse	0.0 % water	54.0% fuel
17739 total fuel pulse 	0.50 s	172.962 mL/min	4 counter	3439 total water pulse	0.0 % water	72.0% fuel
17740 total fuel pulse 	0.50 s	175.403 mL/min	5 counter	3440 total water pulse	10.0 % water	90.0% fuel
17741 total fuel pulse 	0.60 s	145.242 mL/min	1 counter	3440 total water pulse	0.0 % water	18.0% fuel
17742 total fuel pulse 	0.50 s	172.277 mL/min	2 counter	3440 total water pulse	0.0 % water	36.0% fuel
17743 total fuel pulse 	0.49 s	177.551 mL/min	3 counter	3440 total water pulse	0.0 % water	54.0% fuel
17744 total fuel pulse 	0.48 s	180.124 mL/min	4 counter	3440 total water pulse	0.0 % water	72.0% fuel
17745 total fuel pulse 	0.49 s	176.829 mL/min	5 counter	3441 total water pulse	10.0 % water	90.0% fuel
17746 total fuel pulse 	0.63 s	137.008 mL/min	1 counter	3441 total water pulse	0.0 % water	18.0% fuel
17747 total fuel pulse 	0.52 s	167.308 mL/min	2 counter	3441 total water pulse	0.0 % water	36.0% fuel
17748 total fuel pulse 	0.51 s	171.937 mL/min	3 counter	3441 total water pulse	0.0 % water	54.0% fuel
17749 total fuel pulse 	0.52 s	167.954 mL/min	4 counter	3441 total water pulse	0.0 % water	72.0% fuel
17750 total fuel pulse 	0.52 s	166.348 mL/min	5 counter	3442 total water pulse	10.0 % water	90.0% fuel
17751 total fuel pulse 	0.67 s	130.435 mL/min	1 counter	3442 total water pulse	0.0 % water	18.0% fuel
17752 total fuel pulse 	0.55 s	158.759 mL/min	2 counter	3442 total water pulse	0.0 % water	36.0% fuel
17753 total fuel pulse 	0.54 s	160.517 mL/min	3 counter	3442 total water pulse	0.0 % water	54.0% fuel
17754 total fuel pulse 	0.56 s	156.757 mL/min	4 counter	3442 total water pulse	0.0 % water	72.0% fuel
17755 total fuel pulse 	0.56 s	156.194 mL/min	5 counter	3443 total water pulse	10.0 % water	90.0% fuel
17756 total fuel pulse 	0.71 s	121.849 mL/min	1 counter	3443 total water pulse	0.0 % water	18.0% fuel
17757 total fuel pulse 	0.59 s	148.464 mL/min	2 counter	3443 total water pulse	0.0 % water	36.0% fuel
17758 total fuel pulse 	0.58 s	150.519 mL/min	3 counter	3443 total water pulse	0.0 % water	54.0% fuel
17759 total fuel pulse 	0.59 s	146.959 mL/min	4 counter	3443 total water pulse	0.0 % water	72.0% fuel
17760 total fuel pulse 	0.61 s	142.623 mL/min	5 counter	3444 total water pulse	10.0 % water	90.0% fuel
17761 total fuel pulse 	0.76 s	114.776 mL/min	1 counter	3444 total water pulse	0.0 % water	18.0% fuel
17762 total fuel pulse 	0.62 s	139.423 mL/min	2 counter	3444 total water pulse	0.0 % water	36.0% fuel
17763 total fuel pulse 	0.62 s	140.777 mL/min	3 counter	3444 total water pulse	0.0 % water	54.0% fuel
17764 total fuel pulse 	0.63 s	137.876 mL/min	4 counter	3444 total water pulse	0.0 % water	72.0% fuel
17765 total fuel pulse 	0.65 s	133.231 mL/min	5 counter	3445 total water pulse	10.0 % water	90.0% fuel
17766 total fuel pulse 	0.80 s	108.209 mL/min	1 counter	3445 total water pulse	0.0 % water	18.0% fuel
17767 total fuel pulse 	0.67 s	130.827 mL/min	2 counter	3445 total water pulse	0.0 % water	36.0% fuel
17768 total fuel pulse 	0.69 s	126.270 mL/min	3 counter	3445 total water pulse	0.0 % water	54.0% fuel
17769 total fuel pulse 	0.71 s	122.020 mL/min	4 counter	3445 total water pulse	0.0 % water	72.0% fuel
17770 total fuel pulse 	0.71 s	122.020 mL/min	5 counter	3446 total water pulse	10.0 % water	90.0% fuel
17771 total fuel pulse 	0.93 s	93.148 mL/min	1 counter	3446 total water pulse	0.0 % water	18.0% fuel
17772 total fuel pulse 	0.71 s	121.678 mL/min	2 counter	3446 total water pulse	0.0 % water	36.0% fuel
17773 total fuel pulse 	0.72 s	120.833 mL/min	3 counter	3446 total water pulse	0.0 % water	54.0% fuel
17774 total fuel pulse 	0.80 s	109.023 mL/min	4 counter	3446 total water pulse	0.0 % water	72.0% fuel
17775 total fuel pulse 	0.77 s	113.429 mL/min	5 counter	3447 total water pulse	10.0 % water	90.0% fuel
17776 total fuel pulse 	0.99 s	88.325 mL/min	1 counter	3447 total water pulse	0.0 % water	18.0% fuel
17777 total fuel pulse 	0.76 s	114.927 mL/min	2 counter	3447 total water pulse	0.0 % water	36.0% fuel
17778 total fuel pulse 	0.74 s	117.409 mL/min	3 counter	3447 total water pulse	0.0 % water	54.0% fuel
17779 total fuel pulse 	0.73 s	119.835 mL/min	4 counter	3447 total water pulse	0.0 % water	72.0% fuel
17780 total fuel pulse 	0.70 s	123.404 mL/min	5 counter	3448 total water pulse	10.0 % water	90.0% fuel
17781 total fuel pulse 	0.86 s	101.045 mL/min	1 counter	3448 total water pulse	0.0 % water	18.0% fuel
17782 total fuel pulse 	0.66 s	132.420 mL/min	2 counter	3448 total water pulse	0.0 % water	36.0% fuel
17783 total fuel pulse 	0.63 s	138.756 mL/min	3 counter	3448 total water pulse	0.0 % water	54.0% fuel
17784 total fuel pulse 	0.62 s	141.463 mL/min	4 counter	3448 total water pulse	0.0 % water	72.0% fuel
17785 total fuel pulse 	0.60 s	145.729 mcounter	3449 total water pulse	10.0 % water	90.0% fuel
17786 total fuel pulse 	0.74 s	118.207 mL/min	1 counter	3449 total water pulse	0.0 % water	18.0% fuel
17787 total fuel pulse 	0.59 s	147.458 mL/min	2 counter	3449 total water pulse	0.0 % water	36.0% fuel
17788 total fuel pulse 	0.58 s	149.485 mL/min	3 counter	3449 total water pulse	0.0 % water	54.0% fuel
17789 total fuel pulse 	0.57 s	152.900 mL/min	4 counter	3449 total water pulse	0.0 % water	72.0% fuel
17790 total fuel pulse 	0.57 s	152.098 mL/min	5 counter	3450 total water pulse	10.0 % water	90.0% fuel
17791 total fuel pulse 	0.70 s	125.000 mL/min	1 counter	3450 total water pulse	0.0 % water	18.0% fuel
17792 total fuel pulse 	0.58 s	149.742 mL/min	2 counter	3450 total water pulse	0.0 % water	36.0% fuel
17793 total fuel pulse 	0.57 s	152.900 mL/min	3 counter	3450 total water pulse	0.0 % water	54.0% fuel
17794 total fuel pulse 	0.57 s	151.568 mL/min	4 counter	3450 total water pulse	0.0 % water	72.0% fuel
17795 total fuel pulse 	0.58 s	149.742 mL/min	5 counter	3451 total water pulse	10.0 % water	90.0% fuel
17796 total fuel pulse 	0.72 s	120.833 mL/min	1 counter	3451 total water pulse	0.0 % water	18.0% fuel
17797 total fuel pulse 	0.56 s	153.982 mL/min	2 counter	3451 total water pulse	0.0 % water	36.0% fuel
17798 total fuel pulse 	0.56 s	154.529 mL/min	3 counter	3451 total water pulse	0.0 % water	54.0% fuel
17799 total fuel pulse 	0.57 s	153.439 mL/min	4 counter	3451 total water pulse	0.0 % water	72.0% fuel
17800 total fuel pulse 	0.58 s	150.519 mL/min	5 counter	3452 total water pulse	10.0 % water	90.0% fuel
17801 total fuel pulse 	0.76 s	114.024 mL/min	1 counter	3452 total water pulse	0.0 % water	18.0% fuel
17802 total fuel pulse 	0.64 s	135.938 mL/min	2 counter	3452 total water pulse	0.0 % water	36.0% fuel
17803 total fuel pulse 	0.66 s	132.018 mL/min	3 counter	3452 total water pulse	0.0 % water	54.0% fuel
17804 total fuel pulse 	0.67 s	130.240 mL/min	4 counter	3452 total water pulse	0.0 % water	72.0% fuel
17805 total fuel pulse 	0.69 s	125.180 mL/min	5 counter	3453 total water pulse	10.0 % water	90.0% fuel
17806 total fuel pulse 	0.90 s	96.990 mL/min	1 counter	3453 total water pulse	0.0 % water	18.0% fuel
17807 total fuel pulse 	0.73 s	118.852 mL/min	2 counter	3453 total water pulse	0.0 % water	36.0% fuel
17808 total fuel pulse 	0.74 s	117.886 mL/min	3 counter	3453 total water pulse	0.0 % water	54.0% fuel
17809 total fuel pulse 	0.73 s	119.670 mL/min	4 counter	3453 total water pulse	0.0 % water	72.0% fuel
17810 total fuel pulse 	0.74 s	117.409 mL/min	5 counter	3454 total water pulse	10.0 % water	90.0% fuel
17811 total fuel pulse 	0.91 s	95.499 mL/min	1 counter	3454 total water pulse	0.0 % water	18.0% fuel
17812 total fuel pulse 	0.73 s	119.835 mL/min	2 counter	3454 total water pulse	0.0 % water	36.0% fuel
17813 total fuel pulse 	0.72 s	121.339 mL/min	3 counter	3454 total water pulse	0.0 % water	54.0% fuel
17814 total fuel pulse 	0.70 s	123.932 mL/min	4 counter	3454 total water pulse	0.0 % water	72.0% fuel
17815 total fuel pulse 	0.69 s	126.270 mL/min	5 counter	3455 total water pulse	10.0 % water	90.0% fuel
17816 total fuel pulse 	0.82 s	105.839 mL/min	1 counter	3455 total water pulse	0.0 % water	18.0% fuel
17817 total fuel pulse 	0.64 s	134.884 mL/min	2 counter	3455 total water pulse	0.0 % water	36.0% fuel
17818 total fuel pulse 	0.63 s	138.095 mL/min	3 counter	3455 total water pulse	0.0 % water	54.0% fuel
17819 total fuel pulse 	0.60 s	145.242 mL/min	4 counter	3455 total water pulse	0.0 % water	72.0% fuel
17820 total fuel pulse 	0.59 s	148.464 mL/min	5 counter	3456 total water pulse	10.0 % water	90.0% fuel
17821 total fuel pulse 	0.19 s	455.497 mL/min	1 counter	3456 total water pulse	0.0 % water	18.0% fuel
